category,dates,value
최저기온(℃),1986-07-08,20.2
최고기온(℃),1986-07-09,27.9
최저기온(℃),1986-07-09,21.1
최고기온(℃),1986-07-10,28.7
최저기온(℃),1986-07-10,20.9
최고기온(℃),1986-07-11,23.3
최저기온(℃),1986-07-11,20.0
최고기온(℃),1986-07-12,27.1
최저기온(℃),1986-07-12,19.2
최고기온(℃),1986-07-13,25.3
최저기온(℃),1986-07-13,20.7
최고기온(℃),1986-07-14,28.5
최저기온(℃),1986-07-14,19.9
최고기온(℃),1986-07-15,29.3
최저기온(℃),1986-07-15,21.5
최고기온(℃),1986-07-16,25.5
최저기온(℃),1986-07-16,21.6
최고기온(℃),1986-07-17,25.1
최저기온(℃),1986-07-17,19.5
최고기온(℃),1986-07-18,26.0
최저기온(℃),1986-07-18,19.7
최고기온(℃),1986-07-19,24.7
최저기온(℃),1986-07-19,19.4
최고기온(℃),1986-07-20,27.1
최저기온(℃),1986-07-20,22.3
최고기온(℃),1986-07-21,25.4
최저기온(℃),1986-07-21,21.6
최고기온(℃),1986-07-22,28.0
최저기온(℃),1986-07-22,21.1
최고기온(℃),1986-07-23,27.0
최저기온(℃),1986-07-23,21.4
최고기온(℃),1986-07-24,23.3
최저기온(℃),1986-07-24,19.7
최고기온(℃),1986-07-25,26.9
최저기온(℃),1986-07-25,21.9
최고기온(℃),1986-07-26,28.6
최저기온(℃),1986-07-26,23.9
최고기온(℃),1986-07-27,27.2
최저기온(℃),1986-07-27,23.9
최고기온(℃),1986-07-28,30.0
최저기온(℃),1986-07-28,23.4
최고기온(℃),1986-07-29,28.2
최저기온(℃),1986-07-29,24.2
최고기온(℃),1986-07-30,31.2
최저기온(℃),1986-07-30,23.0
최고기온(℃),1986-07-31,31.7
최저기온(℃),1986-07-31,25.1
최고기온(℃),1986-08-01,32.8
최저기온(℃),1986-08-01,24.9
최고기온(℃),1986-08-02,31.3
최저기온(℃),1986-08-02,24.5
최고기온(℃),1986-08-03,32.1
최저기온(℃),1986-08-03,22.8
최고기온(℃),1986-08-04,28.8
최저기온(℃),1986-08-04,21.3
최고기온(℃),1986-08-05,29.8
최저기온(℃),1986-08-05,21.7
최고기온(℃),1986-08-06,29.7
최저기온(℃),1986-08-06,21.7
최고기온(℃),1986-08-07,29.0
최저기온(℃),1986-08-07,21.1
최고기온(℃),1986-08-08,30.4
최저기온(℃),1986-08-08,19.4
최고기온(℃),1986-08-09,30.6
최저기온(℃),1986-08-09,21.8
최고기온(℃),1986-08-10,29.9
최저기온(℃),1986-08-10,22.6
최고기온(℃),1986-08-11,25.2
최저기온(℃),1986-08-11,20.3
최고기온(℃),1986-08-12,27.1
최저기온(℃),1986-08-12,20.4
최고기온(℃),1986-08-13,27.2
최저기온(℃),1986-08-13,23.2
최고기온(℃),1986-08-14,30.1
최저기온(℃),1986-08-14,22.1
최고기온(℃),1986-08-15,31.6
최저기온(℃),1986-08-15,20.2
최고기온(℃),1986-08-16,26.4
최저기온(℃),1986-08-16,23.4
최고기온(℃),1986-08-17,25.4
최저기온(℃),1986-08-17,22.3
최고기온(℃),1986-08-18,24.7
최저기온(℃),1986-08-18,21.6
최고기온(℃),1986-08-19,29.5
최저기온(℃),1986-08-19,21.8
최고기온(℃),1986-08-20,26.4
최저기온(℃),1986-08-20,21.7
최고기온(℃),1986-08-21,27.8
최저기온(℃),1986-08-21,20.6
최고기온(℃),1986-08-22,27.8
최저기온(℃),1986-08-22,19.3
최고기온(℃),1986-08-23,26.9
최저기온(℃),1986-08-23,19.1
최고기온(℃),1986-08-24,29.4
최저기온(℃),1986-08-24,19.5
최고기온(℃),1986-08-25,30.5
최저기온(℃),1986-08-25,21.4
최고기온(℃),1986-08-26,30.5
최저기온(℃),1986-08-26,22.9
최고기온(℃),1986-08-27,23.6
최저기온(℃),1986-08-27,20.7
최고기온(℃),1986-08-28,23.2
최저기온(℃),1986-08-28,19.3
최고기온(℃),1986-08-29,24.7
최저기온(℃),1986-08-29,18.2
최고기온(℃),1986-08-30,27.6
최저기온(℃),1986-08-30,19.2
최고기온(℃),1986-08-31,28.2
최저기온(℃),1986-08-31,19.2
최고기온(℃),1986-09-01,31.0
최저기온(℃),1986-09-01,18.9
최고기온(℃),1986-09-02,21.4
최저기온(℃),1986-09-02,17.1
최고기온(℃),1986-09-03,28.2
최저기온(℃),1986-09-03,19.8
최고기온(℃),1986-09-04,26.6
최저기온(℃),1986-09-04,21.1
최고기온(℃),1986-09-05,28.0
최저기온(℃),1986-09-05,20.6
최고기온(℃),1986-09-06,27.0
최저기온(℃),1986-09-06,19.5
최고기온(℃),1986-09-07,27.0
최저기온(℃),1986-09-07,19.0
최고기온(℃),1986-09-08,26.6
최저기온(℃),1986-09-08,18.7
최고기온(℃),1986-09-09,26.8
최저기온(℃),1986-09-09,19.8
최고기온(℃),1986-09-10,27.2
최저기온(℃),1986-09-10,19.7
최고기온(℃),1986-09-11,26.1
최저기온(℃),1986-09-11,19.6
최고기온(℃),1986-09-12,25.5
최저기온(℃),1986-09-12,19.2
최고기온(℃),1986-09-13,23.5
최저기온(℃),1986-09-13,16.3
최고기온(℃),1986-09-14,25.6
최저기온(℃),1986-09-14,14.8
최고기온(℃),1986-09-15,25.8
최저기온(℃),1986-09-15,16.3
최고기온(℃),1986-09-16,25.5
최저기온(℃),1986-09-16,16.2
최고기온(℃),1986-09-17,20.6
최저기온(℃),1986-09-17,11.8
최고기온(℃),1986-09-18,20.9
최저기온(℃),1986-09-18,13.8
최고기온(℃),1986-09-19,24.5
최저기온(℃),1986-09-19,11.0
최고기온(℃),1986-09-20,19.6
최저기온(℃),1986-09-20,14.4
최고기온(℃),1986-09-21,17.6
최저기온(℃),1986-09-21,13.5
최고기온(℃),1986-09-22,24.1
최저기온(℃),1986-09-22,13.2
최고기온(℃),1986-09-23,24.5
최저기온(℃),1986-09-23,14.5
최고기온(℃),1986-09-24,22.9
최저기온(℃),1986-09-24,10.2
최고기온(℃),1986-09-25,25.2
최저기온(℃),1986-09-25,11.5
최고기온(℃),1986-09-26,24.9
최저기온(℃),1986-09-26,12.6
최고기온(℃),1986-09-27,23.6
최저기온(℃),1986-09-27,12.6
최고기온(℃),1986-09-28,24.6
최저기온(℃),1986-09-28,13.3
최고기온(℃),1986-09-29,22.9
최저기온(℃),1986-09-29,13.7
최고기온(℃),1986-09-30,22.7
최저기온(℃),1986-09-30,12.6
최고기온(℃),1987-07-01,30.6
최저기온(℃),1987-07-01,19.6
최고기온(℃),1987-07-02,29.5
최저기온(℃),1987-07-02,19.9
최고기온(℃),1987-07-03,28.7
최저기온(℃),1987-07-03,21.1
최고기온(℃),1987-07-04,29.1
최저기온(℃),1987-07-04,21.3
최고기온(℃),1987-07-05,27.5
최저기온(℃),1987-07-05,20.4
최고기온(℃),1987-07-06,28.3
최저기온(℃),1987-07-06,20.7
최고기온(℃),1987-07-07,29.0
최저기온(℃),1987-07-07,21.8
최고기온(℃),1987-07-08,26.2
최저기온(℃),1987-07-08,20.4
최고기온(℃),1987-07-09,30.6
최저기온(℃),1987-07-09,18.8
최고기온(℃),1987-07-10,25.6
최저기온(℃),1987-07-10,21.1
최고기온(℃),1987-07-11,24.5
최저기온(℃),1987-07-11,21.0
최고기온(℃),1987-07-12,25.3
최저기온(℃),1987-07-12,21.2
최고기온(℃),1987-07-13,26.8
최저기온(℃),1987-07-13,21.4
최고기온(℃),1987-07-14,25.3
최저기온(℃),1987-07-14,20.6
최고기온(℃),1987-07-15,23.1
최저기온(℃),1987-07-15,20.4
최고기온(℃),1987-07-16,23.3
최저기온(℃),1987-07-16,18.3
최고기온(℃),1987-07-17,26.6
최저기온(℃),1987-07-17,20.9
최고기온(℃),1987-07-18,28.6
최저기온(℃),1987-07-18,20.3
최고기온(℃),1987-07-19,30.4
최저기온(℃),1987-07-19,20.9
최고기온(℃),1987-07-20,31.2
최저기온(℃),1987-07-20,21.7
최고기온(℃),1987-07-21,25.7
최저기온(℃),1987-07-21,23.2
최고기온(℃),1987-07-22,24.6
최저기온(℃),1987-07-22,20.3
최고기온(℃),1987-07-23,25.6
최저기온(℃),1987-07-23,20.0
최고기온(℃),1987-07-24,25.8
최저기온(℃),1987-07-24,21.5
최고기온(℃),1987-07-25,29.4
최저기온(℃),1987-07-25,20.4
최고기온(℃),1987-07-26,24.4
최저기온(℃),1987-07-26,21.8
최고기온(℃),1987-07-27,26.8
최저기온(℃),1987-07-27,21.8
최고기온(℃),1987-07-28,30.0
최저기온(℃),1987-07-28,23.1
최고기온(℃),1987-07-29,25.6
최저기온(℃),1987-07-29,22.3
최고기온(℃),1987-07-30,25.6
최저기온(℃),1987-07-30,21.3
최고기온(℃),1987-07-31,26.1
최저기온(℃),1987-07-31,21.6
최고기온(℃),1987-08-01,31.5
최저기온(℃),1987-08-01,21.8
최고기온(℃),1987-08-02,27.8
최저기온(℃),1987-08-02,24.0
최고기온(℃),1987-08-03,29.2
최저기온(℃),1987-08-03,23.6
최고기온(℃),1987-08-04,24.7
최저기온(℃),1987-08-04,23.1
최고기온(℃),1987-08-05,30.2
최저기온(℃),1987-08-05,21.8
최고기온(℃),1987-08-06,27.8
최저기온(℃),1987-08-06,21.8
최고기온(℃),1987-08-07,23.6
최저기온(℃),1987-08-07,18.4
최고기온(℃),1987-08-08,25.6
최저기온(℃),1987-08-08,19.2
최고기온(℃),1987-08-09,28.0
최저기온(℃),1987-08-09,21.6
최고기온(℃),1987-08-10,27.7
최저기온(℃),1987-08-10,19.8
최고기온(℃),1987-08-11,28.5
최저기온(℃),1987-08-11,19.8
최고기온(℃),1987-08-12,29.0
최저기온(℃),1987-08-12,21.7
최고기온(℃),1987-08-13,29.8
최저기온(℃),1987-08-13,21.5
최고기온(℃),1987-08-14,31.6
최저기온(℃),1987-08-14,21.6
최고기온(℃),1987-08-15,28.4
최저기온(℃),1987-08-15,24.1
최고기온(℃),1987-08-16,25.9
최저기온(℃),1987-08-16,22.5
최고기온(℃),1987-08-17,29.3
최저기온(℃),1987-08-17,21.3
최고기온(℃),1987-08-18,30.3
최저기온(℃),1987-08-18,20.4
최고기온(℃),1987-08-19,29.6
최저기온(℃),1987-08-19,22.6
최고기온(℃),1987-08-20,25.2
최저기온(℃),1987-08-20,22.9
최고기온(℃),1987-08-21,27.8
최저기온(℃),1987-08-21,23.0
최고기온(℃),1987-08-22,30.3
최저기온(℃),1987-08-22,21.9
최고기온(℃),1987-08-23,29.9
최저기온(℃),1987-08-23,21.7
최고기온(℃),1987-08-24,31.1
최저기온(℃),1987-08-24,21.3
최고기온(℃),1987-08-25,28.6
최저기온(℃),1987-08-25,21.6
최고기온(℃),1987-08-26,30.4
최저기온(℃),1987-08-26,22.0
최고기온(℃),1987-08-27,27.5
최저기온(℃),1987-08-27,23.3
최고기온(℃),1987-08-28,30.5
최저기온(℃),1987-08-28,22.0
최고기온(℃),1987-08-29,25.0
최저기온(℃),1987-08-29,21.1
최고기온(℃),1987-08-30,22.4
최저기온(℃),1987-08-30,19.1
최고기온(℃),1987-08-31,24.6
최저기온(℃),1987-08-31,18.6
최고기온(℃),1987-09-01,27.4
최저기온(℃),1987-09-01,20.6
최고기온(℃),1987-09-02,28.6
최저기온(℃),1987-09-02,18.7
최고기온(℃),1987-09-03,28.6
최저기온(℃),1987-09-03,19.7
최고기온(℃),1987-09-04,26.7
최저기온(℃),1987-09-04,19.7
최고기온(℃),1987-09-05,21.1
최저기온(℃),1987-09-05,16.8
최고기온(℃),1987-09-06,23.6
최저기온(℃),1987-09-06,18.7
최고기온(℃),1987-09-07,24.8
최저기온(℃),1987-09-07,18.4
최고기온(℃),1987-09-08,25.6
최저기온(℃),1987-09-08,17.0
최고기온(℃),1987-09-09,27.0
최저기온(℃),1987-09-09,16.6
최고기온(℃),1987-09-10,27.4
최저기온(℃),1987-09-10,18.2
최고기온(℃),1987-09-11,27.2
최저기온(℃),1987-09-11,18.6
최고기온(℃),1987-09-12,28.3
최저기온(℃),1987-09-12,17.2
최고기온(℃),1987-09-13,27.3
최저기온(℃),1987-09-13,16.6
최고기온(℃),1987-09-14,27.2
최저기온(℃),1987-09-14,16.6
최고기온(℃),1987-09-15,27.8
최저기온(℃),1987-09-15,18.6
최고기온(℃),1987-09-16,23.7
최저기온(℃),1987-09-16,15.6
최고기온(℃),1987-09-17,23.8
최저기온(℃),1987-09-17,12.6
최고기온(℃),1987-09-18,24.3
최저기온(℃),1987-09-18,12.3
최고기온(℃),1987-09-19,25.4
최저기온(℃),1987-09-19,13.9
최고기온(℃),1987-09-20,27.9
최저기온(℃),1987-09-20,15.9
최고기온(℃),1987-09-21,23.0
최저기온(℃),1987-09-21,18.3
최고기온(℃),1987-09-22,26.7
최저기온(℃),1987-09-22,15.0
최고기온(℃),1987-09-23,25.6
최저기온(℃),1987-09-23,13.8
최고기온(℃),1987-09-24,26.8
최저기온(℃),1987-09-24,14.6
최고기온(℃),1987-09-25,19.6
최저기온(℃),1987-09-25,11.1
최고기온(℃),1987-09-26,15.9
최저기온(℃),1987-09-26,9.0
최고기온(℃),1987-09-27,19.9
최저기온(℃),1987-09-27,6.3
최고기온(℃),1987-09-28,23.7
최저기온(℃),1987-09-28,12.0
최고기온(℃),1987-09-29,23.6
최저기온(℃),1987-09-29,13.3
최고기온(℃),1987-09-30,26.0
최저기온(℃),1987-09-30,11.9
최고기온(℃),1988-07-01,31.6
최저기온(℃),1988-07-01,21.8
최고기온(℃),1988-07-02,26.0
최저기온(℃),1988-07-02,21.8
최고기온(℃),1988-07-03,30.8
최저기온(℃),1988-07-03,21.5
최고기온(℃),1988-07-04,28.7
최저기온(℃),1988-07-04,21.0
최고기온(℃),1988-07-05,24.9
최저기온(℃),1988-07-05,20.9
최고기온(℃),1988-07-06,29.9
최저기온(℃),1988-07-06,22.9
최고기온(℃),1988-07-07,29.4
최저기온(℃),1988-07-07,20.8
최고기온(℃),1988-07-08,25.0
최저기온(℃),1988-07-08,23.2
최고기온(℃),1988-07-09,23.6
최저기온(℃),1988-07-09,21.9
최고기온(℃),1988-07-10,27.4
최저기온(℃),1988-07-10,22.1
최고기온(℃),1988-07-11,27.5
최저기온(℃),1988-07-11,22.3
최고기온(℃),1988-07-12,26.2
최저기온(℃),1988-07-12,21.7
최고기온(℃),1988-07-13,28.8
최저기온(℃),1988-07-13,24.7
최고기온(℃),1988-07-14,25.4
최저기온(℃),1988-07-14,22.9
최고기온(℃),1988-07-15,30.0
최저기온(℃),1988-07-15,22.8
최고기온(℃),1988-07-16,27.0
최저기온(℃),1988-07-16,22.9
최고기온(℃),1988-07-17,28.9
최저기온(℃),1988-07-17,21.4
최고기온(℃),1988-07-18,28.3
최저기온(℃),1988-07-18,22.3
최고기온(℃),1988-07-19,27.6
최저기온(℃),1988-07-19,24.2
최고기온(℃),1988-07-20,25.2
최저기온(℃),1988-07-20,23.2
최고기온(℃),1988-07-21,30.0
최저기온(℃),1988-07-21,21.3
최고기온(℃),1988-07-22,24.4
최저기온(℃),1988-07-22,20.6
최고기온(℃),1988-07-23,27.2
최저기온(℃),1988-07-23,20.3
최고기온(℃),1988-07-24,27.7
최저기온(℃),1988-07-24,21.5
최고기온(℃),1988-07-25,25.1
최저기온(℃),1988-07-25,19.7
최고기온(℃),1988-07-26,25.8
최저기온(℃),1988-07-26,20.2
최고기온(℃),1988-07-27,27.4
최저기온(℃),1988-07-27,21.0
최고기온(℃),1988-07-28,30.2
최저기온(℃),1988-07-28,20.3
최고기온(℃),1988-07-29,30.8
최저기온(℃),1988-07-29,19.0
최고기온(℃),1988-07-30,31.1
최저기온(℃),1988-07-30,19.1
최고기온(℃),1988-07-31,31.3
최저기온(℃),1988-07-31,20.9
최고기온(℃),1988-08-01,34.2
최저기온(℃),1988-08-01,22.5
최고기온(℃),1988-08-02,32.5
최저기온(℃),1988-08-02,23.4
최고기온(℃),1988-08-03,32.9
최저기온(℃),1988-08-03,22.5
최고기온(℃),1988-08-04,33.2
최저기온(℃),1988-08-04,22.4
최고기온(℃),1988-08-05,33.2
최저기온(℃),1988-08-05,23.5
최고기온(℃),1988-08-06,33.1
최저기온(℃),1988-08-06,24.8
최고기온(℃),1988-08-07,36.0
최저기온(℃),1988-08-07,25.2
최고기온(℃),1988-08-08,33.4
최저기온(℃),1988-08-08,26.3
최고기온(℃),1988-08-09,33.8
최저기온(℃),1988-08-09,24.6
최고기온(℃),1988-08-10,36.6
최저기온(℃),1988-08-10,25.4
최고기온(℃),1988-08-11,34.4
최저기온(℃),1988-08-11,25.2
최고기온(℃),1988-08-12,33.1
최저기온(℃),1988-08-12,23.9
최고기온(℃),1988-08-13,33.9
최저기온(℃),1988-08-13,24.3
최고기온(℃),1988-08-14,34.7
최저기온(℃),1988-08-14,25.8
최고기온(℃),1988-08-15,33.2
최저기온(℃),1988-08-15,24.6
최고기온(℃),1988-08-16,32.8
최저기온(℃),1988-08-16,25.3
최고기온(℃),1988-08-17,31.4
최저기온(℃),1988-08-17,23.9
최고기온(℃),1988-08-18,31.2
최저기온(℃),1988-08-18,23.8
최고기온(℃),1988-08-19,30.8
최저기온(℃),1988-08-19,23.5
최고기온(℃),1988-08-20,29.8
최저기온(℃),1988-08-20,23.0
최고기온(℃),1988-08-21,27.9
최저기온(℃),1988-08-21,22.7
최고기온(℃),1988-08-22,27.6
최저기온(℃),1988-08-22,22.7
최고기온(℃),1988-08-23,29.4
최저기온(℃),1988-08-23,20.5
최고기온(℃),1988-08-24,28.8
최저기온(℃),1988-08-24,20.0
최고기온(℃),1988-08-25,28.5
최저기온(℃),1988-08-25,20.3
최고기온(℃),1988-08-26,29.0
최저기온(℃),1988-08-26,21.4
최고기온(℃),1988-08-27,23.7
최저기온(℃),1988-08-27,18.9
최고기온(℃),1988-08-28,24.6
최저기온(℃),1988-08-28,19.7
최고기온(℃),1988-08-29,23.6
최저기온(℃),1988-08-29,18.4
최고기온(℃),1988-08-30,26.6
최저기온(℃),1988-08-30,18.7
최고기온(℃),1988-08-31,28.4
최저기온(℃),1988-08-31,20.2
최고기온(℃),1988-09-01,28.0
최저기온(℃),1988-09-01,19.8
최고기온(℃),1988-09-02,27.6
최저기온(℃),1988-09-02,21.0
최고기온(℃),1988-09-03,27.8
최저기온(℃),1988-09-03,19.2
최고기온(℃),1988-09-04,29.4
최저기온(℃),1988-09-04,20.0
최고기온(℃),1988-09-05,27.4
최저기온(℃),1988-09-05,18.7
최고기온(℃),1988-09-06,30.0
최저기온(℃),1988-09-06,18.2
최고기온(℃),1988-09-07,30.8
최저기온(℃),1988-09-07,19.1
최고기온(℃),1988-09-08,30.2
최저기온(℃),1988-09-08,20.4
최고기온(℃),1988-09-09,29.5
최저기온(℃),1988-09-09,19.0
최고기온(℃),1988-09-10,24.3
최저기온(℃),1988-09-10,20.0
최고기온(℃),1988-09-11,20.2
최저기온(℃),1988-09-11,17.2
최고기온(℃),1988-09-12,26.4
최저기온(℃),1988-09-12,17.6
최고기온(℃),1988-09-13,27.0
최저기온(℃),1988-09-13,16.2
최고기온(℃),1988-09-14,25.8
최저기온(℃),1988-09-14,18.5
최고기온(℃),1988-09-15,25.6
최저기온(℃),1988-09-15,19.0
최고기온(℃),1988-09-16,27.4
최저기온(℃),1988-09-16,17.3
최고기온(℃),1988-09-17,28.4
최저기온(℃),1988-09-17,17.5
최고기온(℃),1988-09-18,28.8
최저기온(℃),1988-09-18,18.3
최고기온(℃),1988-09-19,21.8
최저기온(℃),1988-09-19,16.6
최고기온(℃),1988-09-20,26.1
최저기온(℃),1988-09-20,13.5
최고기온(℃),1988-09-21,27.4
최저기온(℃),1988-09-21,13.6
최고기온(℃),1988-09-22,27.0
최저기온(℃),1988-09-22,14.2
최고기온(℃),1988-09-23,25.6
최저기온(℃),1988-09-23,15.6
최고기온(℃),1988-09-24,27.8
최저기온(℃),1988-09-24,18.8
최고기온(℃),1988-09-25,24.9
최저기온(℃),1988-09-25,14.0
최고기온(℃),1988-09-26,21.2
최저기온(℃),1988-09-26,11.9
최고기온(℃),1988-09-27,24.0
최저기온(℃),1988-09-27,11.0
최고기온(℃),1988-09-28,25.3
최저기온(℃),1988-09-28,13.3
최고기온(℃),1988-09-29,25.0
최저기온(℃),1988-09-29,13.4
최고기온(℃),1988-09-30,23.9
최저기온(℃),1988-09-30,13.1
최고기온(℃),1989-07-01,28.3
최저기온(℃),1989-07-01,18.4
최고기온(℃),1989-07-02,26.3
최저기온(℃),1989-07-02,17.3
최고기온(℃),1989-07-03,25.8
최저기온(℃),1989-07-03,18.6
최고기온(℃),1989-07-04,27.5
최저기온(℃),1989-07-04,17.6
최고기온(℃),1989-07-05,29.8
최저기온(℃),1989-07-05,18.5
최고기온(℃),1989-07-06,30.8
최저기온(℃),1989-07-06,20.2
최고기온(℃),1989-07-07,30.7
최저기온(℃),1989-07-07,20.7
최고기온(℃),1989-07-08,24.0
최저기온(℃),1989-07-08,20.0
최고기온(℃),1989-07-09,28.1
최저기온(℃),1989-07-09,18.8
최고기온(℃),1989-07-10,28.7
최저기온(℃),1989-07-10,19.5
최고기온(℃),1989-07-11,23.6
최저기온(℃),1989-07-11,19.2
최고기온(℃),1989-07-12,28.6
최저기온(℃),1989-07-12,20.2
최고기온(℃),1989-07-13,29.6
최저기온(℃),1989-07-13,21.1
최고기온(℃),1989-07-14,31.0
최저기온(℃),1989-07-14,20.0
최고기온(℃),1989-07-15,25.8
최저기온(℃),1989-07-15,22.1
최고기온(℃),1989-07-16,27.0
최저기온(℃),1989-07-16,20.9
최고기온(℃),1989-07-17,29.5
최저기온(℃),1989-07-17,23.8
최고기온(℃),1989-07-18,31.3
최저기온(℃),1989-07-18,24.0
최고기온(℃),1989-07-19,31.5
최저기온(℃),1989-07-19,25.9
최고기온(℃),1989-07-20,27.9
최저기온(℃),1989-07-20,23.5
최고기온(℃),1989-07-21,29.0
최저기온(℃),1989-07-21,21.9
최고기온(℃),1989-07-22,31.3
최저기온(℃),1989-07-22,23.1
최고기온(℃),1989-07-23,31.1
최저기온(℃),1989-07-23,24.3
최고기온(℃),1989-07-24,30.5
최저기온(℃),1989-07-24,24.3
최고기온(℃),1989-07-25,27.7
최저기온(℃),1989-07-25,23.6
최고기온(℃),1989-07-26,29.9
최저기온(℃),1989-07-26,22.9
최고기온(℃),1989-07-27,23.7
최저기온(℃),1989-07-27,19.6
최고기온(℃),1989-07-28,25.2
최저기온(℃),1989-07-28,19.7
최고기온(℃),1989-07-29,26.1
최저기온(℃),1989-07-29,20.8
최고기온(℃),1989-07-30,31.4
최저기온(℃),1989-07-30,23.5
최고기온(℃),1989-07-31,33.3
최저기온(℃),1989-07-31,23.2
최고기온(℃),1989-08-01,31.1
최저기온(℃),1989-08-01,23.8
최고기온(℃),1989-08-02,30.1
최저기온(℃),1989-08-02,20.3
최고기온(℃),1989-08-03,31.6
최저기온(℃),1989-08-03,20.9
최고기온(℃),1989-08-04,33.4
최저기온(℃),1989-08-04,25.2
최고기온(℃),1989-08-05,35.3
최저기온(℃),1989-08-05,24.5
최고기온(℃),1989-08-06,34.6
최저기온(℃),1989-08-06,23.5
최고기온(℃),1989-08-07,30.9
최저기온(℃),1989-08-07,23.4
최고기온(℃),1989-08-08,30.7
최저기온(℃),1989-08-08,24.5
최고기온(℃),1989-08-09,30.4
최저기온(℃),1989-08-09,23.9
최고기온(℃),1989-08-10,30.2
최저기온(℃),1989-08-10,20.6
최고기온(℃),1989-08-11,26.6
최저기온(℃),1989-08-11,22.5
최고기온(℃),1989-08-12,27.5
최저기온(℃),1989-08-12,21.7
최고기온(℃),1989-08-13,31.4
최저기온(℃),1989-08-13,22.6
최고기온(℃),1989-08-14,32.5
최저기온(℃),1989-08-14,23.6
최고기온(℃),1989-08-15,31.1
최저기온(℃),1989-08-15,22.3
최고기온(℃),1989-08-16,30.2
최저기온(℃),1989-08-16,20.0
최고기온(℃),1989-08-17,30.5
최저기온(℃),1989-08-17,20.3
최고기온(℃),1989-08-18,30.9
최저기온(℃),1989-08-18,22.4
최고기온(℃),1989-08-19,29.7
최저기온(℃),1989-08-19,21.9
최고기온(℃),1989-08-20,27.0
최저기온(℃),1989-08-20,21.1
최고기온(℃),1989-08-21,24.1
최저기온(℃),1989-08-21,20.9
최고기온(℃),1989-08-22,26.3
최저기온(℃),1989-08-22,22.2
최고기온(℃),1989-08-23,30.0
최저기온(℃),1989-08-23,22.9
최고기온(℃),1989-08-24,30.2
최저기온(℃),1989-08-24,21.3
최고기온(℃),1989-08-25,29.2
최저기온(℃),1989-08-25,19.4
최고기온(℃),1989-08-26,29.8
최저기온(℃),1989-08-26,21.1
최고기온(℃),1989-08-27,29.6
최저기온(℃),1989-08-27,20.9
최고기온(℃),1989-08-28,29.0
최저기온(℃),1989-08-28,20.6
최고기온(℃),1989-08-29,24.2
최저기온(℃),1989-08-29,17.4
최고기온(℃),1989-08-30,25.4
최저기온(℃),1989-08-30,17.9
최고기온(℃),1989-08-31,27.9
최저기온(℃),1989-08-31,20.5
최고기온(℃),1989-09-01,25.1
최저기온(℃),1989-09-01,21.3
최고기온(℃),1989-09-02,26.4
최저기온(℃),1989-09-02,20.0
최고기온(℃),1989-09-03,25.6
최저기온(℃),1989-09-03,16.9
최고기온(℃),1989-09-04,25.8
최저기온(℃),1989-09-04,17.3
최고기온(℃),1989-09-05,26.7
최저기온(℃),1989-09-05,18.7
최고기온(℃),1989-09-06,28.7
최저기온(℃),1989-09-06,18.8
최고기온(℃),1989-09-07,29.5
최저기온(℃),1989-09-07,19.2
최고기온(℃),1989-09-08,28.6
최저기온(℃),1989-09-08,19.5
최고기온(℃),1989-09-09,24.9
최저기온(℃),1989-09-09,18.6
최고기온(℃),1989-09-10,28.6
최저기온(℃),1989-09-10,20.0
최고기온(℃),1989-09-11,25.8
최저기온(℃),1989-09-11,21.4
최고기온(℃),1989-09-12,27.7
최저기온(℃),1989-09-12,21.0
최고기온(℃),1989-09-13,27.9
최저기온(℃),1989-09-13,19.5
최고기온(℃),1989-09-14,22.3
최저기온(℃),1989-09-14,19.0
최고기온(℃),1989-09-15,24.4
최저기온(℃),1989-09-15,18.3
최고기온(℃),1989-09-16,27.1
최저기온(℃),1989-09-16,19.5
최고기온(℃),1989-09-17,22.0
최저기온(℃),1989-09-17,17.0
최고기온(℃),1989-09-18,26.4
최저기온(℃),1989-09-18,16.1
최고기온(℃),1989-09-19,23.9
최저기온(℃),1989-09-19,14.0
최고기온(℃),1989-09-20,23.6
최저기온(℃),1989-09-20,10.3
최고기온(℃),1989-09-21,24.1
최저기온(℃),1989-09-21,15.3
최고기온(℃),1989-09-22,25.7
최저기온(℃),1989-09-22,16.0
최고기온(℃),1989-09-23,26.2
최저기온(℃),1989-09-23,14.8
최고기온(℃),1989-09-24,24.0
최저기온(℃),1989-09-24,17.2
최고기온(℃),1989-09-25,22.7
최저기온(℃),1989-09-25,13.9
최고기온(℃),1989-09-26,23.5
최저기온(℃),1989-09-26,11.4
최고기온(℃),1989-09-27,18.7
최저기온(℃),1989-09-27,14.9
최고기온(℃),1989-09-28,22.9
최저기온(℃),1989-09-28,14.4
최고기온(℃),1989-09-29,22.6
최저기온(℃),1989-09-29,11.1
최고기온(℃),1989-09-30,22.4
최저기온(℃),1989-09-30,11.4
최고기온(℃),1990-07-01,27.4
최저기온(℃),1990-07-01,16.7
최고기온(℃),1990-07-02,21.2
최저기온(℃),1990-07-02,18.4
최고기온(℃),1990-07-03,22.3
최저기온(℃),1990-07-03,18.0
최고기온(℃),1990-07-04,26.3
최저기온(℃),1990-07-04,17.6
최고기온(℃),1990-07-05,28.6
최저기온(℃),1990-07-05,18.6
최고기온(℃),1990-07-06,27.8
최저기온(℃),1990-07-06,22.2
최고기온(℃),1990-07-07,29.6
최저기온(℃),1990-07-07,24.1
최고기온(℃),1990-07-08,31.3
